Date,Exercise,Type,Exercise Calories,Exercise Minutes,Sets,Reps Per Set,Pounds,Steps,Note
2020-09-27,Fitbit calorie adjustment,Cardio,-464.0,1,,,,,
2020-09-28,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,3360.0,301,,,,,
2020-09-28,Fitbit calorie adjustment,Cardio,-1067.0,1,,,,,
2020-09-29,Fitbit calorie adjustment,Cardio,-487.0,1,,,,,
2020-09-30,Fitbit calorie adjustment,Cardio,-616.0,1,,,,,
2020-10-01,Fitbit calorie adjustment,Cardio,-408.0,1,,,,,
2020-10-02,Fitbit calorie adjustment,Cardio,-409.0,1,,,,,
2020-10-03,"Bicycling, 10-12 mph, light (cycling, biking, bike riding)",Cardio,3396.0,384,,,,,
2020-10-03,Fitbit calorie adjustment,Cardio,-1226.0,1,,,,,
2020-10-04,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,1040.0,75,,,,,
2020-10-04,Fitbit calorie adjustment,Cardio,-644.0,1,,,,,
2020-10-05,Fitbit calorie adjustment,Cardio,-404.0,1,,,,,
2020-10-06,Fitbit calorie adjustment,Cardio,-512.0,1,,,,,
2020-10-07,Fitbit calorie adjustment,Cardio,-539.0,1,,,,,
2020-10-08,Fitbit calorie adjustment,Cardio,-563.0,1,,,,,
2020-10-09,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,4260.0,397,,,,,
2020-10-09,Fitbit calorie adjustment,Cardio,-732.0,1,,,,,
2020-10-10,Fitbit calorie adjustment,Cardio,143.0,1,,,,,
2020-10-11,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,4225.0,385,,,,,
2020-10-11,Fitbit calorie adjustment,Cardio,-1139.0,1,,,,,
2020-10-12,Fitbit calorie adjustment,Cardio,-395.0,1,,,,,
2020-10-13,Fitbit calorie adjustment,Cardio,-450.0,1,,,,,
2020-10-14,Fitbit calorie adjustment,Cardio,-283.0,1,,,,,
2020-10-15,Fitbit calorie adjustment,Cardio,-645.0,1,,,,,
2020-10-16,"Bicycling, 12-14 mph, moderate (cycling, biking, bike riding)",Cardio,4287.0,420,,,,,
2020-10-16,Fitbit calorie adjustment,Cardio,-1056.0,1,,,,,
2020-10-17,Fitbit calorie adjustment,Cardio,-259.0,1,,,,,
2020-10-18,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3246.0,271,,,,,
2020-10-18,Fitbit calorie adjustment,Cardio,-675.0,1,,,,,
2020-10-19,Fitbit calorie adjustment,Cardio,-369.0,1,,,,,
2020-10-20,Fitbit calorie adjustment,Cardio,-549.0,1,,,,,
2020-10-21,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,806.0,61,,,,,
2020-10-21,Fitbit calorie adjustment,Cardio,-460.0,1,,,,,
2020-10-22,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,813.0,61,,,,,
2020-10-22,Fitbit calorie adjustment,Cardio,-657.0,1,,,,,
2020-10-23,Fitbit calorie adjustment,Cardio,-540.0,1,,,,,
2020-10-24,"Bicycling, 12-14 mph, moderate (cycling, biking, bike riding)",Cardio,2988.0,298,,,,,
2020-10-24,Fitbit calorie adjustment,Cardio,-371.0,1,,,,,
2020-10-25,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1143.0,90,,,,,
2020-10-25,Fitbit calorie adjustment,Cardio,-894.0,1,,,,,
2020-10-26,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,862.0,65,,,,,
2020-10-26,Fitbit calorie adjustment,Cardio,-817.0,1,,,,,
2020-10-27,Fitbit calorie adjustment,Cardio,-669.0,1,,,,,
2020-10-28,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,818.0,71,,,,,
2020-10-28,Fitbit calorie adjustment,Cardio,-919.0,1,,,,,
2020-10-29,Fitbit calorie adjustment,Cardio,-535.0,1,,,,,
2020-10-30,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3124.0,282,,,,,
2020-10-30,Fitbit calorie adjustment,Cardio,-355.0,1,,,,,
2020-10-31,Fitbit calorie adjustment,Cardio,-289.0,1,,,,,
2020-11-01,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3662.0,310,,,,,
2020-11-01,Fitbit calorie adjustment,Cardio,-714.0,1,,,,,
2020-11-02,Fitbit calorie adjustment,Cardio,-397.0,1,,,,,
2020-11-03,Fitbit calorie adjustment,Cardio,-429.0,1,,,,,
2020-11-04,Fitbit calorie adjustment,Cardio,-230.0,1,,,,,
2020-11-05,Fitbit calorie adjustment,Cardio,26.0,1,,,,,
2020-11-06,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2147.0,179,,,,,
2020-11-06,Fitbit calorie adjustment,Cardio,-509.0,1,,,,,
2020-11-07,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2990.0,272,,,,,
2020-11-07,Fitbit calorie adjustment,Cardio,-606.0,1,,,,,
2020-11-08,Fitbit calorie adjustment,Cardio,79.0,1,,,,,
2020-11-09,Fitbit calorie adjustment,Cardio,-613.0,1,,,,,
2020-11-10,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,847.0,61,,,,,
2020-11-10,Fitbit calorie adjustment,Cardio,-633.0,1,,,,,
2020-11-11,Fitbit calorie adjustment,Cardio,-275.0,1,,,,,
2020-11-12,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,643.0,46,,,,,
2020-11-12,Fitbit calorie adjustment,Cardio,-659.0,1,,,,,
2020-11-13,"Bicycling, 10-12 mph, light (cycling, biking, bike riding)",Cardio,89.0,15,,,,,
2020-11-13,Fitbit calorie adjustment,Cardio,41.0,1,,,,,
2020-11-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2846.0,237,,,,,
2020-11-14,Fitbit calorie adjustment,Cardio,-621.0,1,,,,,
2020-11-15,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,2056.0,200,,,,,
2020-11-15,Fitbit calorie adjustment,Cardio,-432.0,1,,,,,
2020-11-16,Fitbit calorie adjustment,Cardio,-144.0,1,,,,,
2020-11-17,Fitbit calorie adjustment,Cardio,-652.0,1,,,,,
2020-11-18,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2089.0,168,,,,,
2020-11-18,Fitbit calorie adjustment,Cardio,-641.0,1,,,,,
2020-11-19,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2821.0,244,,,,,
2020-11-19,Fitbit calorie adjustment,Cardio,-998.0,1,,,,,
2020-11-20,Fitbit calorie adjustment,Cardio,-289.0,1,,,,,
2020-11-21,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,3192.0,297,,,,,
2020-11-21,Fitbit calorie adjustment,Cardio,-719.0,1,,,,,
2020-11-22,Fitbit calorie adjustment,Cardio,-676.0,1,,,,,
2020-11-23,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2858.0,247,,,,,
2020-11-23,Fitbit calorie adjustment,Cardio,-595.0,1,,,,,
2020-11-24,Fitbit calorie adjustment,Cardio,-531.0,1,,,,,
2020-11-25,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,979.0,75,,,,,
2020-11-25,Fitbit calorie adjustment,Cardio,-815.0,1,,,,,
2020-11-26,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1254.0,90,,,,,
2020-11-26,Fitbit calorie adjustment,Cardio,-776.0,1,,,,,
2020-11-27,Fitbit calorie adjustment,Cardio,-382.0,1,,,,,
2020-11-28,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3455.0,287,,,,,
2020-11-28,Fitbit calorie adjustment,Cardio,-1034.0,1,,,,,
2020-11-29,Fitbit calorie adjustment,Cardio,-624.0,1,,,,,
2020-11-30,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1131.0,75,,,,,
2020-11-30,Fitbit calorie adjustment,Cardio,-757.0,1,,,,,
2020-12-01,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,992.0,75,,,,,
2020-12-01,Fitbit calorie adjustment,Cardio,-597.0,1,,,,,
2020-12-02,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1008.0,76,,,,,
2020-12-02,Fitbit calorie adjustment,Cardio,-772.0,1,,,,,
2020-12-03,Fitbit calorie adjustment,Cardio,-644.0,1,,,,,
2020-12-04,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,2589.0,232,,,,,
2020-12-04,Fitbit calorie adjustment,Cardio,-1148.0,1,,,,,
2020-12-05,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2769.0,249,,,,,
2020-12-05,Fitbit calorie adjustment,Cardio,-923.0,1,,,,,
2020-12-06,Fitbit calorie adjustment,Cardio,-359.0,1,,,,,
2020-12-07,Fitbit calorie adjustment,Cardio,-193.0,1,,,,,
2020-12-08,Fitbit calorie adjustment,Cardio,-543.0,1,,,,,
2020-12-09,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,766.0,61,,,,,
2020-12-09,Fitbit calorie adjustment,Cardio,-589.0,1,,,,,
2020-12-10,Fitbit calorie adjustment,Cardio,-430.0,1,,,,,
2020-12-11,"Bicycling, 12-14 mph, moderate (cycling, biking, bike riding)",Cardio,764.0,60,,,,,
2020-12-11,Fitbit calorie adjustment,Cardio,-785.0,1,,,,,
2020-12-12,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,864.0,61,,,,,
2020-12-12,Fitbit calorie adjustment,Cardio,-690.0,1,,,,,
2020-12-13,Fitbit calorie adjustment,Cardio,-418.0,1,,,,,
2020-12-14,Fitbit calorie adjustment,Cardio,-310.0,1,,,,,
2020-12-15,Fitbit calorie adjustment,Cardio,-663.0,1,,,,,
2020-12-16,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,975.0,77,,,,,
2020-12-16,Fitbit calorie adjustment,Cardio,-586.0,1,,,,,
2020-12-17,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,415.0,31,,,,,
2020-12-17,Fitbit calorie adjustment,Cardio,-406.0,1,,,,,
2020-12-18,Fitbit calorie adjustment,Cardio,-499.0,1,,,,,
2020-12-19,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,888.0,65,,,,,
2020-12-19,Fitbit calorie adjustment,Cardio,-108.0,1,,,,,
2020-12-20,Fitbit calorie adjustment,Cardio,-62.0,1,,,,,
2020-12-21,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,4074.0,357,,,,,
2020-12-21,Fitbit calorie adjustment,Cardio,-1162.0,1,,,,,
2020-12-22,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2908.0,250,,,,,
2020-12-22,Fitbit calorie adjustment,Cardio,-486.0,1,,,,,
2020-12-23,Fitbit calorie adjustment,Cardio,-545.0,1,,,,,
2020-12-24,Fitbit calorie adjustment,Cardio,-554.0,1,,,,,
2020-12-25,Fitbit calorie adjustment,Cardio,-449.0,1,,,,,
2020-12-26,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2511.0,207,,,,,
2020-12-26,Fitbit calorie adjustment,Cardio,-757.0,1,,,,,
2020-12-27,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3540.0,317,,,,,
2020-12-27,Fitbit calorie adjustment,Cardio,-413.0,1,,,,,
2020-12-28,Fitbit calorie adjustment,Cardio,-467.0,1,,,,,
2020-12-29,Fitbit calorie adjustment,Cardio,-371.0,1,,,,,
2020-12-30,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,653.0,51,,,,,
2020-12-30,Fitbit calorie adjustment,Cardio,-426.0,1,,,,,
2020-12-31,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1704.0,135,,,,,
2020-12-31,Fitbit calorie adjustment,Cardio,-724.0,1,,,,,
2021-01-01,Fitbit calorie adjustment,Cardio,-156.0,1,,,,,
2021-01-02,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3098.0,252,,,,,
2021-01-02,Fitbit calorie adjustment,Cardio,-936.0,1,,,,,
2021-01-03,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3587.0,305,,,,,
2021-01-03,Fitbit calorie adjustment,Cardio,-777.0,1,,,,,
2021-01-04,Fitbit calorie adjustment,Cardio,-583.0,1,,,,,
2021-01-05,Fitbit calorie adjustment,Cardio,-580.0,1,,,,,
2021-01-06,Fitbit calorie adjustment,Cardio,-627.0,1,,,,,
2021-01-07,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,741.0,61,,,,,
2021-01-07,Fitbit calorie adjustment,Cardio,-701.0,1,,,,,
2021-01-08,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,2635.0,214,,,,,
2021-01-08,Fitbit calorie adjustment,Cardio,-989.0,1,,,,,
2021-01-09,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,981.0,80,,,,,
2021-01-09,Fitbit calorie adjustment,Cardio,-512.0,1,,,,,
2021-01-10,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,538.0,46,,,,,
2021-01-10,Fitbit calorie adjustment,Cardio,-617.0,1,,,,,
2021-01-11,Fitbit calorie adjustment,Cardio,-598.0,1,,,,,
2021-01-12,Fitbit calorie adjustment,Cardio,-191.0,1,,,,,
2021-01-13,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,494.0,53,,,,,
2021-01-13,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,366.0,30,,,,,
2021-01-13,Fitbit calorie adjustment,Cardio,-735.0,1,,,,,
2021-01-14,Fitbit calorie adjustment,Cardio,-318.0,1,,,,,
2021-01-15,Fitbit calorie adjustment,Cardio,-424.0,1,,,,,
2021-01-16,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,6803.0,578,,,,,
2021-01-16,Fitbit calorie adjustment,Cardio,-1525.0,1,,,,,
2021-01-17,Fitbit calorie adjustment,Cardio,-516.0,1,,,,,
2021-01-18,Fitbit calorie adjustment,Cardio,-661.0,1,,,,,
2021-01-19,Fitbit calorie adjustment,Cardio,-213.0,1,,,,,
2021-01-20,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,379.0,33,,,,,
2021-01-20,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1231.0,109,,,,,
2021-01-20,Fitbit calorie adjustment,Cardio,-731.0,1,,,,,
2021-01-21,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,362.0,33,,,,,
2021-01-21,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,926.0,76,,,,,
2021-01-21,Fitbit calorie adjustment,Cardio,-673.0,1,,,,,
2021-01-22,Fitbit calorie adjustment,Cardio,-136.0,1,,,,,
2021-01-23,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3273.0,259,,,,,
2021-01-23,Fitbit calorie adjustment,Cardio,-723.0,1,,,,,
2021-01-24,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1202.0,90,,,,,
2021-01-24,Fitbit calorie adjustment,Cardio,-222.0,1,,,,,
2021-01-25,Fitbit calorie adjustment,Cardio,-565.0,1,,,,,
2021-01-26,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,930.0,75,,,,,
2021-01-26,Fitbit calorie adjustment,Cardio,-717.0,1,,,,,
2021-01-27,Fitbit calorie adjustment,Cardio,-649.0,1,,,,,
2021-01-28,Fitbit calorie adjustment,Cardio,-707.0,1,,,,,
2021-01-29,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2473.0,207,,,,,
2021-01-29,Fitbit calorie adjustment,Cardio,-253.0,1,,,,,
2021-01-30,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2331.0,184,,,,,
2021-01-30,Fitbit calorie adjustment,Cardio,-388.0,1,,,,,
2021-01-31,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,4193.0,350,,,,,
2021-01-31,Fitbit calorie adjustment,Cardio,-717.0,1,,,,,
2021-02-01,Fitbit calorie adjustment,Cardio,-443.0,1,,,,,
2021-02-02,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,385.0,31,,,,,
2021-02-02,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,661.0,71,,,,,
2021-02-02,Fitbit calorie adjustment,Cardio,-285.0,1,,,,,
2021-02-03,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,375.0,32,,,,,
2021-02-03,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,283.0,30,,,,,
2021-02-03,Fitbit calorie adjustment,Cardio,-758.0,1,,,,,
2021-02-04,Fitbit calorie adjustment,Cardio,-556.0,1,,,,,
2021-02-05,Fitbit calorie adjustment,Cardio,-200.0,1,,,,,
2021-02-06,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,7056.0,611,,,,,
2021-02-06,Fitbit calorie adjustment,Cardio,-1630.0,1,,,,,
2021-02-07,Fitbit calorie adjustment,Cardio,-293.0,1,,,,,
2021-02-08,Fitbit calorie adjustment,Cardio,-580.0,1,,,,,
2021-02-09,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,770.0,60,,,,,
2021-02-09,MFP iOS calorie adjustment,Cardio,-75.0,1,,,,,
2021-02-10,MFP iOS calorie adjustment,Cardio,31.0,1,,,,,
2021-02-11,MFP iOS calorie adjustment,Cardio,66.0,1,,,,,
2021-02-12,"Aerobics, general",Cardio,1458.0,107,,,,,
2021-02-12,"Aerobics, general",Cardio,397.0,30,,,,,
2021-02-12,MFP iOS calorie adjustment,Cardio,-221.0,1,,,,,
2021-02-13,"Aerobics, general",Cardio,741.0,56,,,,,
2021-02-13,"Aerobics, general",Cardio,833.0,59,,,,,
2021-02-13,MFP iOS calorie adjustment,Cardio,-194.0,1,,,,,
2021-02-14,"Aerobics, general",Cardio,265.0,20,,,,,
2021-02-14,"Aerobics, general",Cardio,569.0,43,,,,,
2021-02-14,"Aerobics, general",Cardio,489.0,37,,,,,
2021-02-14,MFP iOS calorie adjustment,Cardio,14.0,1,,,,,
2021-02-15,"Aerobics, general",Cardio,414.0,30,,,,,
2021-02-15,"Aerobics, general",Cardio,751.0,55,,,,,
2021-02-15,MFP iOS calorie adjustment,Cardio,-131.0,1,,,,,
2021-02-16,"Aerobics, general",Cardio,1311.0,94,,,,,
2021-02-16,MFP iOS calorie adjustment,Cardio,-180.0,1,,,,,
2021-02-17,MFP iOS calorie adjustment,Cardio,51.0,1,,,,,
2021-02-18,MFP iOS calorie adjustment,Cardio,36.0,1,,,,,
2021-02-19,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,695.0,60,,,,,
2021-02-19,MFP iOS calorie adjustment,Cardio,-75.0,1,,,,,
2021-02-20,"Aerobics, general",Cardio,230.0,18,,,,,
2021-02-20,"Aerobics, general",Cardio,891.0,60,,,,,
2021-02-20,MFP iOS calorie adjustment,Cardio,132.0,1,,,,,
2021-02-21,"Aerobics, general",Cardio,826.0,61,,,,,
2021-02-21,"Aerobics, general",Cardio,775.0,54,,,,,
2021-02-21,MFP iOS calorie adjustment,Cardio,-56.0,1,,,,,
2021-02-22,MFP iOS calorie adjustment,Cardio,50.0,1,,,,,
2021-02-23,MFP iOS calorie adjustment,Cardio,225.0,1,,,,,
2021-02-24,MFP iOS calorie adjustment,Cardio,64.0,1,,,,,
2021-02-25,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1186.0,90,,,,,
2021-02-25,MFP iOS calorie adjustment,Cardio,-111.0,1,,,,,
2021-02-26,MFP iOS calorie adjustment,Cardio,44.0,1,,,,,
2021-02-27,"Aerobics, general",Cardio,866.0,60,,,,,
2021-02-27,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,756.0,60,,,,,
2021-02-27,MFP iOS calorie adjustment,Cardio,-120.0,1,,,,,
2021-02-28,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1371.0,105,,,,,
2021-02-28,MFP iOS calorie adjustment,Cardio,-78.0,1,,,,,
2021-03-01,MFP iOS calorie adjustment,Cardio,58.0,1,,,,5357,
2021-03-02,"Aerobics, general",Cardio,267.0,21,,,,,
2021-03-02,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,496.0,40,,,,,
2021-03-02,MFP iOS calorie adjustment,Cardio,-89.0,1,,,,2736,
2021-03-03,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,231.0,30,,,,,
2021-03-03,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,329.0,31,,,,,
2021-03-03,MFP iOS calorie adjustment,Cardio,-99.0,1,,,,6595,
2021-03-04,MFP iOS calorie adjustment,Cardio,72.0,1,,,,6398,
2021-03-05,MFP iOS calorie adjustment,Cardio,140.0,1,,,,9749,
2021-03-06,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2633.0,228,,,,,
2021-03-06,MFP iOS calorie adjustment,Cardio,-225.0,1,,,,31745,
2021-03-07,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,4425.0,388,,,,,
2021-03-07,MFP iOS calorie adjustment,Cardio,-556.0,1,,,,25060,
2021-03-08,MFP iOS calorie adjustment,Cardio,56.0,1,,,,5578,
2021-03-09,MFP iOS calorie adjustment,Cardio,50.0,1,,,,4732,
2021-03-10,MFP iOS calorie adjustment,Cardio,182.0,1,,,,11781,
2021-03-11,MFP iOS calorie adjustment,Cardio,55.0,1,,,,5147,
2021-03-12,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,828.0,60,,,,,
2021-03-12,MFP iOS calorie adjustment,Cardio,-71.0,1,,,,4036,
2021-03-13,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1211.0,95,,,,,
2021-03-13,MFP iOS calorie adjustment,Cardio,-116.0,1,,,,6368,
2021-03-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1631.0,120,,,,,
2021-03-14,MFP iOS calorie adjustment,Cardio,-213.0,1,,,,2803,
2021-03-15,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,1208.0,90,,,,,
2021-03-15,MFP iOS calorie adjustment,Cardio,-153.0,1,,,,3672,
2021-03-16,MFP iOS calorie adjustment,Cardio,43.0,1,,,,3548,
2021-03-17,MFP iOS calorie adjustment,Cardio,41.0,1,,,,3566,
2021-03-18,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,867.0,60,,,,,
2021-03-18,MFP iOS calorie adjustment,Cardio,13.0,1,,,,8623,
2021-03-19,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,839.0,60,,,,,
2021-03-19,MFP iOS calorie adjustment,Cardio,-68.0,1,,,,4069,
2021-03-20,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2782.0,224,,,,,
2021-03-20,MFP iOS calorie adjustment,Cardio,-268.0,1,,,,27533,
2021-03-21,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,1320.0,90,,,,,
2021-03-21,MFP iOS calorie adjustment,Cardio,-158.0,1,,,,2195,
2021-03-22,MFP iOS calorie adjustment,Cardio,25.0,1,,,,3223,
2021-03-23,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,536.0,46,,,,,
2021-03-23,MFP iOS calorie adjustment,Cardio,-50.0,1,,,,4030,
2021-03-24,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,739.0,61,,,,,
2021-03-24,MFP iOS calorie adjustment,Cardio,-76.0,1,,,,3907,
2021-03-25,MFP iOS calorie adjustment,Cardio,222.0,1,,,,13697,
2021-03-26,MFP iOS calorie adjustment,Cardio,43.0,1,,,,4429,
2021-03-27,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,2115.0,154,,,,,
2021-03-27,MFP iOS calorie adjustment,Cardio,-278.0,1,,,,5825,
2021-03-28,MFP iOS calorie adjustment,Cardio,227.0,1,,,,15264,
2021-03-29,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3690.0,305,,,,,
2021-03-29,MFP iOS calorie adjustment,Cardio,-532.0,1,,,,14809,
2021-03-30,MFP iOS calorie adjustment,Cardio,49.0,1,,,,5207,
2021-03-31,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2246.0,169,,,,,
2021-03-31,MFP iOS calorie adjustment,Cardio,-304.0,1,,,,7499,
2021-04-01,MFP iOS calorie adjustment,Cardio,26.0,1,,,,2629,
2021-04-02,MFP iOS calorie adjustment,Cardio,125.0,1,,,,8820,
2021-04-03,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1250.0,113,,,,,
2021-04-03,MFP iOS calorie adjustment,Cardio,-54.0,1,,,,17376,
2021-04-04,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2250.0,188,,,,,
2021-04-04,MFP iOS calorie adjustment,Cardio,-320.0,1,,,,13381,
2021-04-05,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2019.0,169,,,,,
2021-04-05,MFP iOS calorie adjustment,Cardio,-239.0,1,,,,18027,
2021-04-06,MFP iOS calorie adjustment,Cardio,45.0,1,,,,4413,
2021-04-07,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,733.0,60,,,,,
2021-04-07,MFP iOS calorie adjustment,Cardio,33.0,1,,,,9648,
2021-04-08,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,283.0,33,,,,,
2021-04-08,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,386.0,35,,,,,
2021-04-08,MFP iOS calorie adjustment,Cardio,-19.0,1,,,,12233,
2021-04-09,MFP iOS calorie adjustment,Cardio,39.0,1,,,,4266,
2021-04-10,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,5661.0,515,,,,,
2021-04-10,MFP iOS calorie adjustment,Cardio,-956.0,1,,,,17162,
2021-04-11,MFP iOS calorie adjustment,Cardio,270.0,1,,,,17355,
2021-04-12,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,293.0,27,,,,,
2021-04-12,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,367.0,27,,,,,
2021-04-12,MFP iOS calorie adjustment,Cardio,-72.0,1,,,,7774,
2021-04-13,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,316.0,27,,,,,
2021-04-13,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,339.0,24,,,,,
2021-04-13,MFP iOS calorie adjustment,Cardio,-58.0,1,,,,8707,
2021-04-14,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,626.0,45,,,,,
2021-04-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,275.0,28,,,,,
2021-04-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,326.0,28,,,,,
